term,definition,POS,notes
Abbruchunternehmen,demolition company,n,
Abbuchung,"debit, direct debit, debiting; debit amount",f/f,"procedure]  sum, amount] "
Abbé,abbé,m,
Abc,alternative form of ABC,n,
Abc-Buch,primer (book),n,
Abc-Schütze,alternative form of ABC-Schütze,m,
Abchase,Abkhaz,m,
Abchasien,Abchasien (region/and/country),prop} {n,
Abchasisch,Abkhaz (a Northwest Caucasian language spoken in Abkhazia),prop} {n,
Abdach,canopy,n,Northern Germany] 
Abdampf,"exhaust steam, waste steam",m,
Abdampfen,"evaporation, vaporization",n,
Abdampfentöler,exhaust-steam oil separator,m,
Abdampfrate,rate of evaporation,f,
Abdampfschale,evaporating dish,f,
Abdampfturbine,exhaust-steam turbine,f,
Abdankung,resignation; dismissal; memorial service,f/f/f," obsolete]  Swiss, otherwise regional] "
Abdecker,knacker (one who deals with animal cadavers),m,
Abdeckplatte,panel,f,
Abdeckung,"cover, covering; coverage",f/f, 
Abdestillation,fractional distillation,f,chemistry] 
Abdikation,abdication,f,
Abdomen,abdomen,n,"anatomy, rare] "
Abdruck,"imprint, impression (the mark left behind by pressing on or printing something); print (of e.g. a finger)",m,
Abduktion,abduction (physiology: movement separating limb from axis); Abductive reasoning,f/f, 
Abduktor,abductor (muscle),m,
Abece,ABC,n,
Abecedarium,abecedarium,n,
Abeillekolibri,"The emerald-chinned hummingbird, Abeillia abeillei",m,
Abend,"evening; the time from dusk onwards (unlike in English, now generally including the first hours of the night, until midnight); The west",m/m, archaic] 
Abendappell,Evening roll call,m,
Abendblatt,evening paper,n,
Abendbrot,"supper, dinner (evening meal), typically consisting of bread, sliced meat, cheese, and pickles",n,
Abenddämmerung,dusk (a period of time occurring at the end of the day during which the sun sets),f,
Abendessen,"dinner, supper (the evening meal)",n,
Abendgebet,evening prayer,n,
Abendkasse,ticket office (office where tickets may be purchased immediately before the performance),f,
Abendkleid,evening dress,n,
Abendkleidchen,diminutive of Abendkleid,n,
Abendland,The Western world; Christendom,n,
Abendlied,evening song,n,
Abendmahl,Last Supper (Biblical event); Communion; Eucharist (sacrament); supper; evening meal,n/n/n,"Christianity]  Protestantism]  southern Germany, Austria, otherwise archaic, literary] "
Abendmahlsfeier,a mass on Maundy Thursday in remembrance of the biblical Last Supper; Communion; Eucharist (sacrament),f/f,Roman Catholicism]  Protestantism] 
Abendmahlzeit,evening meal,f,
Abendrot,Red color of the (western) sky around the time of sunset,n,
Abendroth,surname,prop,
Abendschule,night school,f,
Abendsonne,"evening sun, setting sun",f,
Abendstern,"Evening star; the planet Venus as seen in the western sky in the evening; Evening star; any star (or planet, anciently thought to be a star) seen in the evening, especially the planets Mercury and Jupiter",m/m,astronomy]  astronomy] 
Abendwind,"evening wind; west wind, zephyr",m/m, 
Abenteuer,adventure,n,
Abenteuerfilm,adventure film,m,
Abenteuerin,"An adventuress, female adventurer",f,
Abenteuerlichkeit,adventurousness,f,
Abenteuerspielplatz,adventure playground,m,leisure time] 
Abenteurer,adventurer,m,
Abenteurerin,"An adventuress, female adventurer",f,
Aber,an objection,n,
Aberglaube,superstition,m,
Aberglauben,superstition,m,
Aberration,aberration (deviation); aberration; aberration,f/f/f, optics]  physiology] 
Abessinien,"Abyssinia (the historical name of Ethiopia); a nude beach, a nudist beach",prop} {n/n," dated, slang] "
Abessiv,abessive,m,grammar] 
Abfahrt,departure; downhill; slip road,f/f/f, sports]  
Abfahrthalle,alternative form of Abfahrtshalle (departure room of a train station),f,rare] 
Abfahrtshalle,departure room of a train station,f,
Abfahrtsliste,sailing list,f,
Abfahrtszeit,"time of departure, departure time (of train, bus, ship etc.)",f,
Abfall,"waste, garbage, rubbish, litter; decrease, decline, drop; apostasy; shutter, lid",m/m/m/m,  religion]  obsolete] 
Abfallbehälter,"waste receptacle, garbage can, refuse container",m,
Abfalleimer,"rubbish bin; dustbin; trash can (small container for wet rubbish, either indoors or a fixed one outdoors)",m,
Abfallkorb,"garbage can, recycle bin",m,
Abfallprodukt,waste product,n,
Abfallstoff,waste product,m,
Abfalltonne,"garbage can, recycle bin",f,
Abfassung,drafting,f,
Abfertigung,"act of finishing; dispatch; clearance; expedition; smart rejoinder; reproof, snub; dismissal; settlement, compensation",f/f/f/f/f/f/f/f,       Austria] 
Abfertigungsgebäude,terminal building,n,aviation] 
Abfertigungsschalter,dispatch counter; check in counter,m/m, aviation] 
Abfeuerung,"discharge, firing (as of a gun)",f,
Abfindung,"settlement, compensation",f,money] 
Abflug,take-off; departure,m/m,aviation]  aviation] 
Abflugzeit,time of departure [of a plane],f,
Abfluss,"drain; plughole [especially in the bathroom, also toilet]; outlet",m/m, 
Abflussleitung,drainpipe,f,technology] 
Abfluß,alternative spelling of Abfluss,m,
Abflußleitung,alternative spelling of Abflussleitung,f,
Abfolge,succession (sequence arranged in order),f,
Abfrage,query,f,
Abfuhr,removal; rebuff,f/f, 
Abführmittel,laxative (substance with a laxative effect),n,
Abgabe,"tax, duty; delivery, contribution",f/f, 
Abgabeleistung,delivery power,f,electricity] 
Abgang,exit; departure; sale,m/m/m,  
Abgas,"emission, exhaust, exhaust gas, waste gas, exhaust fumes, offgas",n,
Abgaskatalysator,catalytic converter (in a vehicle),m,
Abgasklappe,exhaust door,f,technology] 
Abgassonderuntersuchung,exhaust emission test,f,historical] 
Abgasstrom,exhaust stream,m,
Abgastemperatur,exhaust gas temperature,f,
Abgasturbine,exhaust gas turbine,f,
Abgeordnete,female Member of Parliament,f,
Abgeordnetenhaus,house of representatives / deputies (in parliament),n,
Abgeordneter,"delegate, assemblyman, representative, Member of Parliament",m,
Abgesandte,emissary (female),f,
Abgesandter,emissary (male or of unspecified sex),m,
Abgeschiedenheit,seclusion,f,
Abglanz,reflection,m,
Abgott,a false god; an idol,m,
Abgrenzung,demarcation; differentiation,f/f, 
Abgrund,abyss,m,
Abguss,"mold, cast",m,
Abguß,alternative spelling of Abguss,m,
Abgänger,graduate,m,
Abgötterei,idolatry,f,
Abh.,abbreviation of Abhandlung,f,
Abhandlung,treatise (systematic discourse on some subject),f,
Abhang,"slope, incline; hillside, declivity",m/m, 
Abhilfe,"remedy, relief; redress",f/f, 
Abholung,"collection, pickup",f,
Abholzung,"extensive cutting of trees: logging, deforestation, clear-felling",f,
Abhängigkeit,dependency; addiction,f/f, 
Abhängigkeits-Invertierungs-Prinzip,dependency inversion principle,prop} {n,"programming, object-oriented] "
Abhörverbrecher,(World War II) A person who illegally listens to foreign radio broadcasts,m,
Abi,clipping of Abitur; given name,n/prop} {m, 
Abia,given name,prop} {m,
Abiogenese,abiogenesis,f,
Abiogenesis,abiogenesis,f,
Abitur,final exams taken by pupils at the end of their secondary education in Germany and Finland,n,
Abiturient,"A pupil / student who is taking, or who has taken and passed, the Abitur. (male or of unspecified sex) (roughly, high-school graduate)",m,
Abiturientin,"Abiturient (female) (roughly, high-school graduate)",f,
Abkapselung,encapsulation,f,
Abkehr,rejection; renunciation,f,
Abklatsch,"cliché; poor copy, poor imitation",m/m,printing]  
Abklingzeit,decay time,f,"physics, music] "
Abklärung,clarification,f,
Abkomme,descendant,m,
Abkommen,accord,n,
Abkunft,parentage,f,
Abkömmling,descendant; derivative,m/m, chemical derived from another] 
Abkühlen,"cooling, quenching",n,
Abkühlgeschwindigkeit,rate of cooling,f,
Abkühlung,cooling,f,
Abkürzung,abbreviation; shortcut,f/f, 
Abkürzungsdschungel,alphabet soup (overabundance of acronyms and abbreviations),m,figuratively] 
Abkürzungsverzeichnis,list of abbreviations,n,
Abl.,abbreviation of Ablöse,abbr,
Ablage,"filing; storage; filed document; branch office; deposit, deposition",f/f/f/f/f,  rare]  Swiss]  Swiss] 
Ablagerung,"deposit, sediment; debris; residue; deposition",f/f/f/f,   
Ablass,drain; cessation; indulgence,m/m/m,  Roman Catholic Church] 
Ablassbrief,letter of indulgence,m,Catholic] 
Ablasshandel,selling of indulgences,m,"historical, Roman Catholicism] "
Ablassventil,"bleed valve, drain valve",n,technology] 
Ablation,ablation,f,
Ablativ,the ablative case,m,grammar] 
Ablauf,"process, procedure; expiry, expiration; flow, course",m/m/m,  
Ablaut,ablaut (substitution of one root vowel for another),m,linguistics] 
Ablaß,alternative spelling of Ablass,m,
Ablaßhandel,obsolete spelling of Ablasshandel,m,
Ablaßventil,obsolete spelling of Ablassventil,n,
Ableben,"passing (away), demise, death",n,literary] 
Ableger,"spin-off of a parent company or parent organisation; layer, shoot of a plant",m/m, botany] 
Ablehnung,rejection,f,
Ableitung,derivative (something derived); derivation; derivative; derivation; derivative,f/f/f/f/f,"  mathematics]  linguistics, process]  linguistics, product] "
Ableitungsmorphem,derivational morpheme,n,
Ablenkung,diversion; distraction,f/f, 
Ablenkungsmanöver,diversionary tactic,n,
Ablenkungstaktik,diversionary tactic,f,
Ablepsie,ablepsia,noun,
Ablieferungspflicht,delivery duty,f,
Ablöse,one-off payment [to previous tenant for immovable installations]; transfer fee,f/f,rented dwelling]  sports] 
Ablösung,"removal; relief, replacement",f/f, 
Abmachung,"deal (agreement, arrangement)",f,
Abmessung,measurement,f,
Abnahme,abatement,f,
Abnehmer,"consumer, buyer",m,
Abnehmertausch,consumer exchange,m,
Abneigung,aversion (dislike),f,
Abnutzung,wear,f,damage of an item caused by use over time] 
Abo,clipping of Abonnement,n,
Abolitionismus,abolitionism,m,
Abonnement,subscription,n,
Abonnent,subscriber,m,
Abonnentin,feminine noun of Abonnent,f,
Abordnung,deputation,f,
Abordnungsgeld,relocation money,n,
Aborigine,"Aborigine, Aboriginal Australian (male or of unspecified sex); Aborigine, Aboriginal Australian (female)",m/f, 
Abort,"toilet, loo; miscarriage, spontaneous abortion, abort",m/m,"dated]  formal, medicine] "
Abortus,abortion,m,
Abpfiff,final whistle,m,sports] 
Abraham,Abraham; given name,prop} {m/prop} {m,Biblical character]  
Abrasion,abrasion (act of abrading); abrasion,f/f, geology] 
Abrasionsbeständigkeit,abrasion resistance,f,
Abrasionsplatte,abrasion platform (loping or nearly flat bedrock surface extending out from the foot of a marine cliff under shallow water of a breaker (wave) zone),f,
Abrechnung,"settlement (final invoice); reckoning, payoff",f/f, 
Abrede,agreement,f,dated] 
Abreibung,abrasion; beating,f/f, figuratively] 
Abreicherung,depletion,f,
Abreise,departure,f,of a voyage] 
Abrieb,"abrasion, wear; attrition",m/m, 
Abriss,"demolition; summary, outline",m/m, 
Abrissbirne,wrecking ball,f,
Abrissparty,before the demolition of a building last private or public farewell event,f,colloquial] 
Abriß,alternative spelling of Abriss,m,
Abrösten,"roasting, torrefaction (of ores)",n,
Abrüstung,disarmament,f,
Abs.,abbreviation of Absatz; abbreviation of Absender,m/m, 
Absage,"refusal, rejection",f,
Absam,Absam (municipality),prop} {n,
Absatz,"turnover (quantity that has been put onto the market, and process of trying to get things on the market); heel (part of shoe); paragraph (passage in text); landing, place on stairs where there is a turn; sediment",m/m/m/m/m,    geology] 
Absatzbewegung,disengagement; military retreat,f/f, 
Absatzmarkt,sales market,m,
Absatzzeichen,"pilcrow, ¶ (a paragraph mark)",n,
Absaugung,suction; extraction (by suction),f/f, 
Abschaffung,abolition,f,
Abschattung,"shading, shadowing; adumbration",f/f, philosophy] 
Abschaum,"dregs, scum (the worst and lowest)",m,
Abscheidung,"precipitation, deposition; sequestration",f/f, 
Abscheu,"abhorrence, abomination",mf,
Abscheulichkeit,abomination; hideousness,f/f, 
Abschiebung,deportation,f,legal] 
Abschied,"parting, farewell",m,
Abschiedsbrief,farewell letter; suicide note,m/m, 
Abschiedsgeschenk,parting gift,n,
Abschirmung,"shield, shielding; screen, screening; protection",f/f/f,  
Abschlag,"discount, rebate; advance payment; markdown; kick off; drive",m/m/m/m/m,  accounting]  sports]  golf] 
Abschleppdienst,breakdown service,m,
Abschleppwagen,tow truck,m,
Abschluss,exclusion; end (finish); graduation (the action or process of graduating),m/m/m,  
Abschlussdeich,"the Afsluitdijk, a dike damming the Zuiderzee off from the North Sea",prop} {m,
Abschlussprüfung,final (test or examination given at the end of a term or class),f,
Abschluß,obsolete spelling of Abschluss,m,
Abschmelzung,"smelting; downsizing, streamlining, reducing",f/f, figurative] 
Abschnitt,section (cutting); paragraph; segment,m/m/m,  
Abschottung,"partition, bulkhead; seclusion (of a person, a group, etc); compartmentalisation (of a market); isolation (of oneself, the desired result of isolationism)",f/f/f/f,   
Abschrecken,quenching (of steel),n,
Abschreckung,deterrence; terror,f/f, 
Abschreibung,"writedown, writeoff",f,finance] 
Abschrift,transcript,f,
Abschub,expulsion,m,
Abschuss,launch; firing; shootdown,m/m/m,  
Abschußring,a marking made on the side of an antiaircraft gun to indicate the number of enemy planes it has shot down,m,
