term,definition,POS,notes
Américain,"American; someone born in, or a citizen or inhabitant of, the United States of America",m,
Américaine,feminine noun of Américain,f,
Amérindien,Amerindian,m,
Amérindienne,feminine noun of Amérindien,f,
Amérique,"America (as in the Americas), may sometimes be used informally to refer to the United States of America",prop} {f,
Anansi,Anansi (trickster spider in West African and Caribbean folklore),prop} {f,
Anastasie,given name,prop} {f,
Anatole,given name,prop} {m,
Anaxagore,Anaxagoras,prop} {m,
Anaxarque,Anaxarchus,prop} {m,
Anaximandre,Anaximander,prop} {m,
Anaximène,the pre-Socratic philosopher Anaximenes of Miletus,prop} {m,
Anaïs,given name,prop} {f,
Ancône,Ancône (city/and/province),prop,
Ancônitain,Anconan,m,
Ancônitaine,feminine noun of Ancônitain,f,
Andalou,Andalusian,m,
Andalouse,feminine noun of Andalou,f,
Andalousie,Andalousie (autonomous community),prop} {f,
Andes,the Andes,prop} {fp,
Andocide,Andocides,prop} {m,Ancient Greece] 
Andorran,Andorran,m,
Andorrane,feminine noun of Andorran,f,
Andorre,Andorre (country),prop} {f,
Andorre-la-Vieille,Andorre-la-Vieille (capital city),prop} {f,
Andreescu,surname,prop,
Andromède,Andromeda (mythical daughter of Cepheus); Andromeda,prop/prop, astronomy] 
Andros,Andros,prop,
André,Andrew. [biblical character]; given name; surname,prop} {m/prop} {m/prop} {m,  
Andrée,given name,prop,
Ange,"given name, also used in compound names like Marie-Ange",prop,
Angelin,"Someone from Los Angeles, California",m,
Angeline,given name; feminine singular of Angelin,prop} {f/f, 
Angelle,surname,prop,
Angers,Angers,prop,
Angevin,someone of or from Anjou; someone of or from Angers,m/m, 
Anglais,"(male) English person; Englishman; An Anglo-American or English speaker, as opposed to someone with French ancestry",m/m, Louisiana French] 
Anglaise,feminine noun of Anglais,f,
Angleterre,England,prop} {f,
Angliche,Englishman/Englishwoman,mf,"colloquial, pejorative, usually plural] "
Anglois,archaic spelling of Anglais,m,
Angloise,feminine noun of Anglois,f,
Angola,Angola,prop} {m,
Angolais,Person from Angola,m,
Angolaise,feminine noun of Angolais,f,
Angora,Angora (capital city),prop,
Angoulême,Angoulême (town),prop,
Anguillan,Anguillan,m,
Anguillanne,feminine singular of Anguillan,f,
Angèle,given name,prop,
Angélina,given name,prop} {f,
Angélique,given name,prop} {f,
Anita,given name of Spanish origin,prop,
Anjou,Anjou,prop} {m,
Ankara,Ankara (capital city),prop,
Anna,given name,prop} {f,
Annabelle,given name,prop} {f,
Annam,"Annam, a former colonial province of China, now part of Vietnam's present-day Tonkin; Annam, one of the French protectorates in Vietnam, located in Central Vietnam",prop/prop,history]  history] 
Annamite,Annamite (native or resident of Annam),mf,
Anne,"given name; Hannah (biblical figure); Anna, the prophetess (biblical figure)",prop} {f/prop} {f/prop} {f,  
Anne-Laure,"given name, combination of Anne and Laure",prop} {f,
Anne-Marie,"given name, combination of Anne and Marie",prop} {f,
Anne-Sophie,"given name, combination of Anne and Sophie",prop} {f,
Annecy,Annecy,prop} {m,
Annette,given name,prop} {f,
Annick,"given name, from a Breton diminutive of Anne",prop,
Annie,given name,prop,
Annonciation,Annunciation,prop,
Annécien,someone of or from Annecy,m,
Annécienne,feminine noun of Annécien,f,
Antarctique,Antarctica,prop} {m,
Anti-Liban,Anti-Lebanon,prop} {m,
Antibois,person from Antibes,m,
Antiboise,feminine noun of Antibois,f,
Antigua-et-Barbuda,Antigua-et-Barbuda (country),prop} {f,
Antillais,Antillean (somone from the Antilles),m,
Antillaise,feminine noun of Antillais,f,
Antioche,Antiochus; Antioch,prop} {m/prop} {f, 
Antiochien,Antiochian,m,historical] 
Antiochène,Antiochene (territory),prop} {f,
Antiphon,Antiphon,prop} {m,Ancient Greece] 
Antiquité,ancient history,prop} {f,
Antisthène,the Ancient Greek Cynic philosopher Antisthenes,prop} {m,
Antoine,given name; surname,prop} {m/prop} {m, 
Antoinette,"given name, a feminine diminutive form of Antoine",prop} {f,
Antonescu,surname,prop,
Anvers,Anvers (capital city); Anvers (province),prop/prop, 
Anversois,someone from Antwerp; Antwerpian,m,
Anversoise,feminine noun of Anversois,f,
Aoi,given name,prop,
Aoste,Aoste (city),prop} {f,
Aostois,Aostan (someone from Aosta),m,
Aostoise,feminine noun of Aostois,f,
Apache,Apache (server); Apache (city); Apache (tribe),prop/prop/prop,  
Apennins,Apennines,prop} {mp,
Aphrodite,Aphrodite (goddess),prop} {f,Greek god] 
Apocalypse,Book of Revelation,prop} {f,
Apollodore,Apollodorus,prop} {m,
Apollon,"Apollo (god); Adonis, Greek god, hunk (very beautiful man)",prop} {m/m, 
Apollonie,Apollonia,prop,
Appalaches,Appalachians,prop} {mp,
Apples,"A commune in Vaud, Switzerland",prop,
Apulée,Apuleius (writer in the Roman Empire),prop} {m,
Aquitaine,Aquitaine (former region),prop} {f,
Aquitanien,the Aquitanian (age),m,geology] 
Arabe,Arab (person),mf,
Arabie,Arabia,prop} {f,
Aragon,Aragon (autonomous community),prop} {m,
Aragonais,Aragonese person,m,
Aragonaise,feminine noun of Aragonais,f,
Araméen,Aramaic (person),m,
Araméenne,feminine noun of Araméen,f,
Arbois,A small town in the Jura department of Franche-Comté,prop,
Arcadie,Arcadia,prop} {f,
Arcadien,Arcadian (inhabitant of ancient Arcadia),m,
Arcadienne,feminine noun of Arcadien,f,
Arceneaux,surname,prop,
Arches,A small town in the Vosges department of Lorraine,prop,
Archiloque,Archilochus,prop} {m,
Archimède,Archimedes,prop} {m,
Archélaüs,Archelaus,prop,
Arctique,Arctic (northern region of the world),prop} {m,
Ardenne,Ardennes; alternative form of Ardennes,prop,
Ardennes,Ardennes,prop} {m,
Ardèche,Ardèche (department); Ardèche (river),prop/prop, 
Ardéchois,Someone from Ardèche,m,
Ardéchoise,feminine singular of Ardéchois,f,
Argentin,"Argentinian, someone from Argentina",m,
Argentine,Argentine (country); feminine noun of Argentin,prop} {f/f, 
Argœuves,Argœuves,prop,
Ariane,Ariadne; given name,prop} {f/prop} {f,Greek mythology]  
Aristarque,Aristarchus (an Ancient Greek given name),prop} {m,"historical, Ancient Greece] "
Aristippe,the Ancient Greek philosopher Aristippus of Cyrene,prop} {m,
Aristobule,Aristobulus,prop,
Aristophane,Aristophanes,prop} {m,
Aristote,"Aristotle (an Ancient Greek given name, most notably borne by the fourth century BCE philosopher Aristotle)",prop} {m,historical] 
Aristénète,Aristaenetus,prop} {m,
Ariège,Ariège,prop} {f,
Arkhangelsk,Arkhangelsk (oblast); Arkhangelsk (city/administrative center),prop} {m/prop} {m, 
Arkhanguelsk,alternative spelling of Arkhangelsk,prop} {m,
Arles,"Arles (city and commune in Provence, southern France)",prop,
Arlette,given name,prop,
Arlon,Arlon,prop,
Armand,given name,prop} {m,
Armel,given name,prop,
Armelle,"given name, feminine form of Armel",prop,
Armorique,Armorica,prop} {f,
Arménie,Armenia,prop} {f,
Arménien,Armenian (person),m,
Arménienne,feminine noun of Arménien,f,
Arménistan,Armenistan,prop} {m,
Arnaud,given name; surname,prop/prop, 
Arquisat,"Arquisat (hamlet of Miglos, Ariège, France)",prop,
Arrien-en-Bethmale,Arrien-en-Bethmale (village),prop,
Arsenault,surname,prop,
Arseneau,surname,prop,
Arseneault,surname,prop,
Arsène,given name,prop} {m,
Artaxerxès,Artaxerxes,prop,
Arthur,given name,prop} {m,
Artigat,Artigat (village),prop,
Artigues,"Artigues (village); Artigues (village of Aude, France); Artigues (village of Hautes-Pyrénées, France)",prop/prop/prop,  
Artois,"A former county of the Kingdom of France, in what is now north-eastern France; A former state of the Holy Roman Empire, in what is now north-eastern France",prop/prop,historical]  historical] 
Artémis,Artemis,prop} {f,Greek god] 
Artésien,Someone from Artois; Someone from Artaix,m/m, 
Artésienne,feminine singular of Artésien,f,
Arès,Ares,prop} {m,Greek god] 
Aréopage,Areopagus,prop,
Arétas,Aretas,prop,
Ascension,Ascension; the holiday commemorating the Ascension of Jesus,prop,Christianity] 
Asdi,"Sida, initialism of Agence suédoise de coopération internationale au développement",prop,
Asiatique,Asian (someone from Asia),mf,
Asie,Asia,prop} {f,
Assam,Assam (state),prop} {m,
Assedic,acronym of Association pour l'emploi dans l'industrie et le commerce (company managing unemployment insurance payments),prop} {f,
Asselin,surname,prop,
Assise,Assisi,prop,
Assomption,Assumption,prop} {f,
Assouan,Aswan,prop,
Assyrie,Assyria,prop} {f,
Astrid,given name,prop,
Asturien,Asturian (person),m,
Asturienne,feminine noun of Asturien,f,
Asturies,Asturies (autonomous community/and/province),prop} {fp,
Astérix,Asterix (the comic character.),prop,
Athesans-Étroitefontaine,"A commune in Haute-Saône, France",prop,
Athènes,Athènes (capital city),prop} {f,
Athéna,Athena (god),prop} {f,Greek god] 
Athénien,Athenian (someone from Athens),m,
Athénienne,feminine noun of Athénien,f,
Atlantide,Atlantis,prop} {f,
Atlantique,Atlantic,prop} {m,
Atlas,"Atlas (son of Iapetus and Clymene, leader of the Titans ordered by Zeus to support the sky on his shoulders); Atlas (moon of Saturn); Atlas (star in the Pleiades); Atlas (crater in the first quadrant of the moon); Atlas Mountains",prop} {m/prop} {m/prop} {m/prop} {m/prop} {m,Greek god]  astronomy]  astronomy]  astronomy]  
Atsuko,given name,prop,
Attalie,Attalia,prop,
Attique,Attique (region),prop,
Aube,Aube,prop,
Aubin,given name; surname,prop} {m/prop} {m, 
Auch,"A town in the Gers department of Midi-Pyrénées; surname, a habitational name from the town",prop/prop, 
Auckland,Auckland (city),prop,
Aucoin,surname,prop,
Aucunois,"inhabitant of Aucun, a commune in the Hautes-Pyrénées department in southwestern France",m,
Aucunoise,feminine singular of Aucunois,f,
Aude,given name; Aude (department); Aude (river),prop} {f/prop} {f/prop} {f,  
Audet,surname,prop,
Audette,surname,prop,
Audrey,"given name borrowed from English, popular in the 1980s",prop,
Auger,surname,prop,
Augsbourg,Augsburg,prop} {m,
Auguste,"Augustus, the Roman emperor; given name",prop/prop, 
Augustin,given name,prop,
Augustine,"given name, feminine form of Augustin",prop} {f,
Auriane,given name,prop,rare] 
Aurigny,Alderney,prop,
Auriol,"a French surname; Vincent Auriol, French politician",prop/prop, 
Aurore,given name,prop,
Aurélia,given name,prop} {f,
Aurélie,given name,prop} {f,
Aurélien,given name,prop,
Ausone,Ausonius (Roman poet),prop} {m,
Australie,Australia,prop} {f,
Australie-Occidentale,Australie-Occidentale (state),prop} {f,
Australien,Australian (inhabitant),m,
Australienne,"Australian, someone from Australia",f,
Austronésie,Austronesia,prop} {f,
Authement,surname,prop,
Autriche,Autriche (country),prop} {f,
Autriche-Hongrie,Austria-Hungary,prop} {f,
Autrichien,An Austrian inhabitant or descendant of the people of Austria,m,
Autrichienne,feminine singular of Autrichien,f,
Auvergnat,Inhabitant or native of Auvergne; Auvergnese,m,
Auvergnate,feminine noun of Auvergnat,f,
Auvergne,"Auvergne, former region of France",prop} {f,
Auvergne-Rhône-Alpes,"Auvergne-Rhône-Alpes, region of France",prop} {f,
Auxerre,"A town in Yonne, Burgundy",prop,
Av.,avenue abbreviation of avenue,f,
Avent,Advent (season before Christmas),m,
Aveyron,Aveyron,prop} {m,
Aveyronnais,Native or inhabitant of Aveyron,m,
Aveyronnaise,feminine singular of Aveyronnais,f,
Avignon,Avignon (city),prop} {m,
Avignonnais,someone of or from Avignon,m,
Avignonnaise,feminine noun of Avignonnais,f,
Axe,Axis (World War Two nation group),prop} {m,history] 
Axel,given name of Danish origin,prop} {m,
Axelle,"given name, a modern feminine form of Axel",prop} {f,
Axonais,A person from Aisne,m,
Axonaise,female equivalent of Axonais,f,
Aya,given name,prop,
Ayako,given name,prop,
Aymara,member of the Aymara people,mf,
Aymeric,given name,prop} {m,
Ayumi,given name,prop,
Azerbaïdjan,Azerbaijan,prop} {m,
Azerbaïdjanais,an Azerbaijani,m,
Azerbaïdjanaise,feminine noun of Azerbaïdjanais,f,
Azraël,Azrael (angel of death),prop} {m,
Aztèque,an Aztec,mf,
Azéri,an Azeri person,m,
Azérie,feminine noun of Azéri,f,
AÉUMC,alternative form of AEUMC,prop,
Açores,Azores,prop} {fp,
Açorien,alternative form of Açoréen,m,
Açorienne,feminine singular of Açorien,f,
Açoréen,Azorean,m,
Açoréenne,feminine noun of Açoréen,f,
Aéronien,Aeronian,m,geology] 
Aïcha,"given name, widely used in Islamic North Africa",prop} {f,
Aïd,Eid,m,Islam] 
Aïssata,"given name, widely used in Islamic West Africa",prop} {f,
Aïssatou,"given name, widely used in Islamic West Africa",prop} {f,
B.Q.,alternative form of BQ,prop,
BAC,initialism of Brigade anticriminalité,prop,
BATRAL,"acronym of bâtiment de transport léger: landing ship, military sea transport, light transport ferry",m,"nautical, military] "
BCBG,"trendy, preppy; chic and conservative",adj,
BCE,initialism of Banque centrale européenne,prop} {f,
BCP,PCO initialism of Bureau du Conseil privé (Privy Council Office),prop,"government, Westministerian Parliament] "
BD,comic strip,f,
BDK,bande dessinée kébécoise - a Quebecois comic strip (bande dessinée),n,"comics, obsolete, initialism] "
BDN,"abbreviation of Brandon (Brandon, Manitoba, Canada)",prop,sports] 
BDQ,bande dessinée québécoise - a Quebecois comic strip (bande dessinée),n,"comics, initialism] "
BEA,BEA; abbreviation of bureau d'enquêtes et d'analyses pour la sécurité de l'aviation civile,prop,
BFF,BFF,f,
BFILE,BFILE,m,databases] 
BIG,IG (Inspector General) abbreviation of bureau de l'inspecteur général (Inspector General's Office),m,
BIP,BIP (blunt impact projectile),m,
BIPM,initialism of Bureau international des poids et mesures,prop} {m,"physics, standardisation] "
BLOB,BLOB,m,databases] 
BNP,Banque National de Paris,prop} {f,initialism] 
BO,initialism of bande originale; OST,f,
BPA,abbreviation of bisphénol A - BPA,m,organic compound] 
BPS,BPS ; initialism of bisphénol S,n,chemistry] 
BQ,Bloc Québécois - a political party of Canada,prop,"initialism, Canada, politics] "
BTP,the public buildings and works sector,m,
Baalbeck,Baalbek,prop,
Babineaux,surname,prop,
Babylone,Babylon,prop} {f,
Babylonien,Babylonian (person),m,
Babylonienne,feminine singular of Babylonien,f,
Babœuf,Babœuf,prop,
Bacchylide,Bacchylides,prop} {m,
Bachand,surname,prop,
Bachelet,surname,prop,
Bactriane,Bactria,prop} {f,
Bade,"Baden, historical region of Germany",prop} {m,
Badeau,surname,prop,
Badeaux,surname,prop,
Badois,Native or inhabitant of Baden,m,
Badoise,feminine singular of Badois,f,
Bagdad,Bagdad (capital city),prop,
Bahamas,Bahamas,prop} {fp,
Bahamien,Bahamian,m,
Bahamienne,feminine singular of Bahamien,f,
Bahaméen,Bahamian,m,
Bahaméenne,feminine singular of Bahaméen,f,
Bahreïn,Bahrain,prop} {m,
Bahreïni,Bahraini person,m,
