term,definition,POS,notes
Alaska,Alaska (state),prop} {f,
Alba,"given name of modern usage from alba (""dawn"").; surname from place names of obscure origin.",prop} {f/prop} {f, 
Albacete,Albacete (province); Albacete (city),prop/prop, 
Albania,Albania (country),prop} {f,
Albano,given name,prop} {m,
Albany,Albany (capital),prop,
Alberta,Alberta,prop} {f,
Alberto,given name,prop} {m,
Albireo,Albireo (beta (β) Cygni.),prop,star] 
Albuixech,Albiuxech,prop} {m,
Alburquerque,"surname; A town in Badajoz, Spain, close to the border with Portugal",prop/prop, 
Alcaide,surname,prop,
Alcalá,The name of a number of places in Spain; short for Alcalá de Henares; surname,prop/prop/prop,  
Alcazarquivir,Ksar el-Kebir,prop,
Alcazarseguir,Ksar es-Seghir,prop,
Alcmena,"Alcmene (the wife of Amphitryon and mother, by Zeus, of Heracles)",prop} {f,Greek mythology] 
Alcorcón,Alcorcón (city),prop,
Alcorán,alternative form of Corán,prop} {m,
Alcoy,Alcoy (municipality),prop,
Alcubierre,Alcubierre (town); surname; A count-ranked Grandee-title of Spain,prop/prop/prop,  
Alcácer,Alcácer (town),prop} {m,
Alcántara,"Alcántara, a municipality in Spain",prop} {f,
Alcón,surname,prop,
Aldana,surname; Aldana (municipality),prop} {f/prop} {f, 
Aldebarán,Aldebaran,prop} {m,
Ale,given name; given name,prop} {m/prop} {f, 
Alegre,surname,prop,
Aleixandre,surname,prop,rare] 
Alejandra,given name,prop} {f,
Alejandrino,surname,prop} {m,
Alejandro,given name,prop} {m,
Alejandría,Alejandría (city),prop} {f,
Alejandrópolis,Alejandrópolis (city),prop,
Alejo,given name,prop} {m,
Alemania,Germany (country),prop} {f,
Alentejo,Alentejo,prop} {m,
Alepo,Alepo (city),prop} {m,
Alexandrescu,surname,prop} {mf,
Alfaro,"Alfaro (city); surname, the 225th most common in Mexico",prop/prop, 
Alfonso,given name,prop} {m,
Alfredo,given name,prop} {m,
Alfónsez,surname,prop,
Algeciras,Algeciras (city),prop,
Algol,Algol (binary star in the constellation of Perseus),prop} {f,star] 
Alguer,Alguer (city/and/port town),prop} {m,
Alhambra,Alhambra (palace),prop} {f,
Alicante,Alicante (province); Alicante (city),prop/prop, 
Alicia,given name,prop} {f,
Alirio,given name,prop} {m,
Alita,given name,prop,
Allende,surname,prop,
Alma,given name,prop} {f,
Almagro,surname; A place name:; Almagro (neighbourhood); Almagro (municipality); Almagro (town); Almagro (neighbourhood),prop/prop/prop/prop/prop/prop,     
Almanza,surname,prop} {f,
Almatý,Almatý (largest <<city>> and <<former capital>> of <<c/Kazakhstan>>),prop,
Almazán,Almazán (town); surname,prop/prop, 
Almeda,"surname of Arabic origin, cognate with Almeida",prop,
Almendras,surname,prop} {f,
Almería,Almería (province); Almería (city),prop} {f/prop} {f, 
Almu,given name,prop} {f,
Almudena,given name,prop} {f,
Alodia,given name,prop} {f,
Alondra,given name,prop} {f,
Alpes,The Alps,prop} {mp,
Alsacia,Alsacia (region),prop} {f,
Altagracia,given name,prop} {f,
Altea,Althaea,prop} {f,Greek god] 
Alvarado,surname; Alvarado (city),prop} {m/prop} {m, 
Alviar,surname,prop,
Alzaga,surname,prop} {f,
Alzheimer,short for enfermedad de Alzheimer,m,
Alá,Allah (God’s name in Islam),prop} {m,
Alán,given name,prop} {m,
Amalia,given name,prop} {f,
Amanda,given name,prop} {f,
Amarilla,surname,prop,
Amarillo,Amarillo (city),prop} {m,
Amaro,surname,prop,
Amaya,given name,prop} {f,
Amazonas,Amazonas (river); Amazonas (state); Amazonas (region); Amazonas (department); Amazonas (state),prop} {m/prop} {m/prop} {m/prop} {m/prop} {m,    
Amazonía,"Amazon, Amazonia (region of the Amazon rainforest)",prop} {f,
Amberes,Antwerp (province and city),prop} {m,
Amelia,given name,prop} {f,
Ammán,alternative spelling of Amán,prop,
Amparo,given name,prop} {f,
Amritsar,Amritsar (city),prop,
Amsterdam,Amsterdam (city/and/municipality),prop} {m,
Amán,Amán (capital),prop} {m,
América,America (the Americas); America (the United States of America),prop} {f/prop} {f, proscribed] 
Américas,plural of América,prop,
Américo,given name,prop} {m,
Amílcar,given name,prop} {m,
Amón,Amun (Egyptian god),prop} {m,
Amós,Amos (figure mentioned in the Old Testament); Amos (book of the Old Testament),prop} {m/prop} {m,biblical character]  book of the bible] 
Ana,given name; Hannah (Biblical figure); Anna (Biblical prophetess),prop} {f/prop} {f/prop} {f,  
Anabel,given name Isabel or Ana Belén,prop} {f,
Anahí,given name,prop} {f,
Analía,given name,prop} {f,
Anapa,Anapa (town),prop,
Anatolia,Anatolia (peninsula),prop} {f,
Anaximandro,Anaximander (philosopher),prop} {m,
Anaxímenes,Anaximenes (philosopher),prop} {m,
Ancheta,surname,prop} {f,
Andalucía,Andalucía (autonomous community),prop} {f,
Andaya,surname,prop,
Andes,the Andes,prop} {mp,
Andorra,Andorra (country),prop} {f,
Andrada,"surname, variant of Andrade",prop} {f,
Andrade,a surname,prop,
Andrea,given name,prop} {f,
Andrés,Andrew [biblical character]; given name,prop} {m/prop} {m, 
Andrómeda,Andromeda (mythical daughter of Cepheus); Andromeda (constellation); Andromeda (galaxy),prop} {f/prop} {f/prop} {f,Greek mythology]  astronomy]  astronomy] 
Anfitrión,Amphitryon,prop} {m,Greek mythology] 
Angelópolis,Puebla; Puebla de Zaragoza,prop,
Angola,Angola,prop} {f,
Angora,Angora (capital city),prop} {f,
Anguila,Anguilla (British overseas territory in the Caribbean),prop} {f,
Angélica,given name,prop} {f,
Angélina,given name,prop} {f,
Aniceto,given name,prop} {m,
Anita,given name; given name used in Latin America,prop} {f/prop} {f, 
Ankara,Ankara (capital city),prop,
Anselmo,given name,prop} {m,
Antananarivo,Antananarivo (capital city),prop} {f,
Antequera,Antequera (city),prop} {f,
Antero,given name,prop} {m,
Antigua,Antigua; clipping of Antigua Guatemala,prop} {f/prop} {f, 
Antigüedad,Antiquity,prop} {f,
Antillas,Antilles,prop} {fp,
Antioquía,"Antioquía (<<ancient>> Greek <<city>> on the <<riv:Suf/Orontes>>, in modern <<c/Turkey>>); Antioquía (modern city/capital)",prop} {f/prop} {f, 
Antlia,Antlia (constellation),prop} {f,constellation] 
Antofagasta,Antofagasta (region); Antofagasta (province/and/city/regional capital),prop} {f/prop} {f, 
Antonia,"given name, feminine form of Antonio",prop} {f,
Antonieta,given name,prop} {f,
Antonio,given name; The letter A in the Spanish phonetic alphabet,prop} {m/prop} {m, 
Antonito,diminutive of Antonio,prop} {m,
Antártida,Antarctica,prop} {f,
Antúnez,surname,prop,
Anubis,Anubis,prop} {m,Egyptian mythology] 
Anzoátegui,Anzoátegui (state),prop,
Anádir,Anádir (city),prop} {m,
Aníbal,given name; Hannibal (Carthaginian general),prop} {m/prop} {m, 
Apalaches,Apalaches (range),prop} {mp,
Apeninos,Apeninos (mountain range),prop} {mp,
Apia,Apia (capital city),prop,
Apocalipsis,Revelation (book of the Bible),prop,book of the bible] 
Apolinar,given name,prop,
Apolinario,given name,prop} {m,
Apolo,Apollo (the son of Zeus),prop} {m,"Greek god, Roman god] "
Apolonio,given name,prop} {m,
Apple,Apple (name of the company Apple Inc.),prop,
Aptiense,Aptian,prop} {m,
Apuleyo,Apuleius (writer in the Roman Empire),prop} {m,
Apulia,Apulia (region),prop} {f,
Apus,Apus (a constellation of the southern sky),prop,constellation] 
Apóstol,surname,prop,
Aqueronte,Acheron,prop} {m,
Aquerón,Acheron,prop} {m,
Aquila,Aquila (constellation),prop,constellation] 
Aquiles,Achilles,prop} {m,
Aquino,surname,prop,
Aquisgrán,Aquisgrán (city),prop,
Aquitania,Aquitania (region),prop} {f,
Ara,Ara (constellation),prop,constellation] 
Arabia,Arabia,prop} {f,
Araceli,given name,prop} {f,
Aragón,Aragón (autonomous community); surname,prop} {m/prop} {m, 
Arakaki,surname,prop} {mf,
Arancha,given name,prop} {f,
Aranda,surname,prop,
Arandia,surname,prop} {f,
Araneta,surname,prop,
Aranjuez,Aranjuez (city),prop,
Arantxa,given name,prop} {f,
Aranza,given name; surname,prop} {f/prop} {f, 
Araucanía,"Araucania, the homeland of the Mapuche people in part of Patagonia (southern Chile and Argentina); One of the fifteen administrative regions of Chile",prop} {f/prop} {f,history]  
Arauco,Arauco,prop,
Araña,surname,prop} {f,
Araújo,surname,prop} {mf,
Arcadia,Arcadia,prop} {f,
Arcaya,surname of Basque origin,prop} {f,
Arce,surname,prop,
Arceaga,surname,prop,
Arceo,surname,prop,
Archuleta,surname,prop,
Arcilla,surname,prop,
Ardecha,Ardecha (department),prop} {f,
Arellano,"Arellano (town); surname, the 113th most common in Mexico",prop} {m/prop} {m, 
Arenas,surname,prop,
Arequipa,Arequipa (city),prop,
Ares,Ares (the god of war),prop} {m,Greek mythology] 
Argel,Argel (capital city),prop,
Argelia,Argelia (country),prop} {f,
Argentina,Argentina (country),prop} {f,
Argo,Argo (mythical ship),prop} {m,Greek mythology] 
Argólide,Argolis,prop,
Argüelles,surname,prop,
Arias,surname,prop,
Arica,Arica (province); Arica (city/provincial capital),prop} {m/prop} {m, 
Ariel,given name of biblical origin,prop} {m,
Aries,Aries (constellation); Aries (zodiac sign),prop} {m/prop} {m,"astronomy, astrology]  astrology] "
Aristófanes,Aristophanes,prop} {m,
Aristóteles,Aristotle; Aristoteles,prop} {m/prop} {m, 
Arizona,Arizona (state),prop} {f,
Arjánguelsk,Arjánguelsk (city),prop} {m,
Arkansas,Arkansas (state),prop} {m,
Armagedón,Armageddon,prop} {m,
Armando,given name,prop} {m,
Armenia,Armenia,prop} {f,
Arnaiz,surname,prop} {f,
Aro,surname,prop,
Arquímedes,Archimedes,prop} {m,
Arriaga,surname of Basque origin; A name of various places in Spain; Arriaga (town),prop/prop/prop,  
Arrieta,surname,prop,
Arriola,surname,prop,
Arroyo,surname,prop,
Artemisa,Artemisa (province); Artemis,prop/prop, Greek mythology] 
Artiaga,surname,prop,
Arturo,given name,prop} {m,
Aruba,Aruba (autonomous territory),prop} {f,
Aruküla,Aruküla (small borough),prop,
Arzadun,surname,prop} {f,
Aránzazu,given name; surname,prop} {f/prop} {f, 
Arévalo,surname,prop,
Ascensión,given name,prop} {f,
Asclepio,Asclepius (Greek god of medicine and healing),prop} {m,Greek god] 
Asdi,"Sida, Agencia Sueca de Cooperación Internacional para el Desarrollo",prop} {f,
Asdrúbal,given name,prop} {m,
Aselita,given name,prop} {f,"very, rare] "
Aser,Asher (Biblical character and tribe),prop,
Asia,Asia,prop} {f,
Asiria,Assyria (Semitic Akkadian kingdom),prop} {f,
Asjabad,Asjabad (capital),prop,
Asmara,Asmara (capital city),prop,
Assam,Assam (state),prop,
Asseliense,Asselian,prop,
Astaná,Astaná (capital),prop,
Astorga,Astorga (city),prop} {f,
Astracán,Astracán (city/and/region),prop} {m,
Asturias,Asturias (autonomous community/and/province); Asturias (mediaeval kingdom),prop} {fp/prop} {fp, historical] 
Astérix,Asterix (the comic character.),prop,
Asuero,Ahasuerus,prop} {m,
Asunción,"given name; Any of a number of places, including Asunción (capital city)",prop} {f/prop} {f, 
Asís,Asís (city),prop} {m,
Atenas,Atenas (capital city),prop} {f,
Atenea,Athena (Greek goddess),prop} {f,Greek god] 
Athanasia,given name,prop} {f,
Atienza,Atienza (locality); surname,prop} {f/prop} {f, 
Atila,Attila (king of the Huns),prop} {m,
Atlanta,Atlanta (capital city),prop} {f,
Atlas,Atlas (god); Atlas Mountains,prop} {m/prop} {m, 
Atleti,"Atlético Madrid, a soccer team from Madrid",prop} {m,
Atlántico,"Short form of océano Atlántico, the Atlantic Ocean",prop} {m,ocean] 
Atlántida,Atlantis,prop} {f,
Atlético,"Club Atlético de Madrid, a football team from Madrid, Spain",prop} {m,
Atmán,atman,m,
Atte.,abbreviation of atentamente (commonly used as part of the signature in letters and e-mails in Spanish speaking countries),adv,
Auckland,Auckland (the largest conurbation in New Zealand),prop,
Audiencia,"The Audiencia Nacional, a high court of Spain",prop} {f,
Augsburgo,Augsburgo (city),prop} {m,
Augusto,given name,prop} {m,
Augustín,"given name, akin to Augustine.",prop} {m,
Aurelia,given name,prop} {f,
Aureliano,given name,prop} {m,
Aurelio,given name,prop} {m,
Auriga,Auriga (constellation),prop,constellation] 
Aurora,Aurora; given name,prop} {f/prop} {f,Roman god]  
Auschwitz,Auschwitz (city); Auschwitz (concentration camp),prop} {m/prop} {m, 
Ausonio,Ausonius (Roman poet),prop} {m,
Australasia,Australasia,prop} {f,
Australia,Australia,prop} {f,
Austrasia,Austrasia,prop} {f,
Austria,Austria (country),prop} {f,
Austria-Hungría,Austria-Hungary,prop} {f,
Auvernia,Auvernia (historical region),prop} {f,
Avellino,Avellino (town and capital of Avellino); Avellino (province),prop/prop, 
Avendaño,surname,prop,
Avicena,Avicenna (a Persian polymath),prop} {m,
Avilés,Avilés (city),prop,
Aviñón,Avignon (city in Provence),prop} {m,
Azcapotzalco,Azcapotzalco,prop,
Azerbaiyán,Azerbaiyán (country),prop} {m,
Aznar,surname,prop} {?,
Azores,the Azores,prop} {fp,
Azrael,Azrael (angel of death),prop} {m,
Azuay,Azuay,prop,
Azucena,"given name, comparable to the English Lily",prop} {f,
Aída,given name,prop} {f,
Año,surname,prop} {f,
B,letter: be,letter,
BCB,initialism of Bloque Central Bolívar,prop,
BCE,initialism of Banco Central Europeo,prop} {m,
BCN,"abbreviation of Baja California, a state of Mexico; abbreviation of Barcelona",prop/prop, 
BID,initialism of Banco Interamericano de Desarrollo,prop,
BM,initialism of Banco Mundial,prop,
BRIC,"BRIC (Brazil, Russia, India, and China)",prop,
BS,initialism of Baja California Sur,prop} {f,Mexico] 
BTT,mountain bike,n,
Babel,Babel (city and tower),prop,
Babilonia,Babylon,prop} {f,
Bachelet,surname,prop,
Baco,Bacchus,prop} {m,
Bactriana,Bactria,prop} {f,
Badajoz,Badajoz (province); Badajoz (city),prop/prop, 
Badalona,Badalona (city),prop} {f,
Bagdad,Bagdad (capital city),prop,
Bahamas,Bahamas,prop} {fp,
Bahréin,alternative spelling of Baréin,prop} {m,
